SALES ,CLICKS,IMPS,Avg POS
0,1,71,9.8
0,2,102,10.1
0,4,68,12.4
0,2,112,10.3
0,3,166,9.7
0,2,113,10.4
0,2,131,10.3
0,3,98,9.6
0,3,121,10.7
0,3,141,9.4
0,1,77,10.6
0,1,149,10.6
0,5,149,9.6
0,3,235,7.3
0,11,344,6.1
0,13,487,5.2
0,8,442,6.5
0,14,490,5.8
0,14,509,6.5
0,5,353,7.4
0,3,281,8.6
0,3,196,8.7
1,3,175,8.4
0,5,290,7.4
0,11,494,6.7
0,11,477,6.4
0,15,487,6.3
0,9,486,5.7
0,7,450,6
0,8,352,6.1
0,7,377,6.6
0,15,409,6.8
0,13,508,6.6
0,9,370,7.5
0,9,339,7.7
0,7,247,8.2
0,1,207,7.8
0,7,364,8.2
0,5,281,8.1
0,10,357,8.1
0,13,303,7.3
1,6,314,7.9
0,4,209,8.1
0,8,305,7.6
0,11,382,7.7
0,10,439,7.6
0,12,471,7.2
0,11,463,6.8
0,6,399,6.4
0,11,351,7
0,7,386,7.9
0,9,378,6.8
0,8,300,7.3
0,4,121,9.2
0,1,83,11.5
0,1,142,9.4
0,1,83,10.3
0,4,130,9.7
0,6,202,8.3
0,5,200,9.1
0,3,102,9.5
0,1,105,9.2
0,2,132,12.2
0,1,172,9.7
0,1,151,12
0,2,58,13.4
0,1,65,13.1
0,1,61,12.8
0,1,50,12.6
0,2,57,12.8
0,1,46,12.2
0,1,6,28.3
0,2,53,12.1
0,1,46,10.4
0,3,74,11.8
0,1,178,9.1
0,2,138,9.6
0,1,26,3.8
0,1,28,4
0,1,19,2.8
0,1,20,3.3
0,1,26,3.5
0,1,23,2.8
0,1,19,2.8
0,1,34,3.3
0,1,76,3.5
0,2,54,3
0,1,51,2.7
0,1,48,3.3
0,1,30,3.4
0,2,9,1.1
0,1,5,2
0,1,18,1.1
0,1,16,1
0,1,1,1
0,2,59,10.5
0,1,61,8.2
0,1,40,8.8
0,13,354,2.9
0,2,82,6.7
0,1,37,8.6
0,2,28,10.8
0,1,51,8.7
0,1,22,8.4
0,1,44,7.6
0,2,46,7.1
0,2,92,7.6
0,1,107,7.7
0,1,75,6.7
0,1,35,7.4
0,1,54,7.6
0,1,62,9.4
0,1,33,8.2
0,1,67,8.3
0,1,60,7.4
0,1,31,8
0,2,96,7.3
0,1,72,6.5
0,1,61,6.8
0,2,76,9.9
0,1,44,8.2
0,2,42,8.5
0,1,67,8.7
0,1,80,9.3
1,1,45,7
1,3,51,7.9
0,7,680,3.5
0,5,512,3.7
0,8,587,3.4
0,8,473,3.1
0,7,433,3.1
0,6,438,3.3
0,8,483,3.1
0,10,394,2.9
0,13,555,3.1
0,11,584,3
0,3,132,5.3
0,2,67,7.1
0,2,34,9
0,2,56,7.9
0,1,2,15.5
0,1,3,4
0,1,15,5
0,1,20,5.2
0,1,11,4.6
0,2,25,4.8
0,1,36,5.1
0,1,26,6.7
0,1,20,7.1
0,1,22,6.7
0,1,31,6.1
0,2,32,18.4
0,1,30,15.2
0,1,291,11.1
0,2,200,15
0,1,239,12.8
0,2,487,13.5
0,1,215,13.7
0,1,364,13.5
0,1,188,12.7
0,2,255,9.5
0,1,177,18.8
0,1,113,18.8
0,1,83,16.3
0,1,88,14.4
0,1,170,12.3
0,1,128,15.5
0,1,110,14
1,42,3896,3.6
1,56,3894,3.9
1,94,4188,3.6
0,67,4267,3.6
1,68,4516,3.5
0,83,4387,3.6
1,70,3984,3.2
1,73,4358,3.5
1,55,3979,3.4
1,96,4454,3
1,99,4246,2.8
1,51,3623,2.8
1,53,3937,2.9
1,52,3655,3.3
1,57,3895,3.2
1,53,3881,3.4
0,56,4295,3.4
1,63,5387,3
1,58,3246,3.3
1,39,3756,3.5
1,56,4078,3
1,63,5153,2.5
0,92,5597,2.2
1,100,6528,2.2
1,94,5605,2.2
0,74,5181,2.6
0,66,5378,2.6
1,58,4899,2.7
1,74,4701,2.3
0,64,4066,2.2
0,74,4459,2.3
0,79,4898,2.4
1,67,4514,2.4
1,40,3573,3.1
1,39,3092,3.6
1,56,4676,2.8
1,69,4746,2.5
1,69,4790,2.6
1,80,5419,2.5
1,38,3655,3.3
1,52,3768,3.1
1,43,3666,3.3
1,43,3325,3.1
0,63,4131,3
1,35,3724,3.4
0,46,3136,3.5
0,38,3543,3.5
1,50,2918,3.7
1,32,2738,3.7
0,32,2475,3.7
0,39,2986,3.7
1,28,3090,3.4
1,32,3119,3.6
1,36,2999,3.3
0,41,3305,3.3
0,46,2450,3.4
0,43,2649,3.4
1,51,2707,3.4
1,49,3175,3.2
1,42,3636,3.4
0,29,3122,3.4
0,40,3097,3.5
1,41,3029,3.8
1,31,2536,3.8
0,27,3117,3.8
1,54,3876,3.4
1,54,4081,3.4
1,51,3560,3.4
1,46,3637,3.4
1,38,3471,3.1
1,55,3631,3
0,57,3113,3.2
1,60,3792,3
1,87,5326,2.8
1,87,6149,2.5
1,89,6043,2.5
1,76,6232,2.6
1,63,4621,2.8
1,47,4561,3
1,82,6178,2.6
1,86,7329,2.4
1,96,7108,2.5
1,100,6445,2.4
1,76,5093,2.9
1,50,4214,3.2
1,40,3462,3.7
1,67,4049,3.5
1,55,6124,2.8
1,88,6694,2.7
0,66,6363,2.7
0,2,761,9.8
0,5,706,8.9
1,2,883,9.2
0,4,1194,8
0,4,1769,6.3
0,3,1286,6.6
0,2,2398,5.8
0,8,3449,6
0,3,2382,6
0,9,2844,5.9
0,11,3482,4.9
0,5,3071,4.8
0,3,2420,5.2
0,2,812,7.2
0,2,671,7.7
0,2,944,8
0,3,1194,8.2
0,1,977,8.2
0,2,706,9.5
0,3,520,9.9
0,6,1285,6.8
1,2,1815,6.9
1,95,15497,2.8
1,120,21403,2.9
0,36,5989,3.9
0,5,3007,4.9
0,6,2711,5.4
0,4,2346,6
0,7,2273,5.8
0,4,2343,5.3
0,3,3155,5
0,2,2773,5.4
0,4,2576,6
0,5,2569,5.4
0,4,2485,4.5
0,5,2766,4.9
0,4,2185,5.2
0,6,2426,5.3
0,6,2499,5.6
1,5,2599,5
0,8,2190,4.9
0,1,2414,5.3
0,5,1821,6.5
0,5,1825,6.7
0,5,1888,6.4
0,10,2313,6.5
0,3,2249,6.1
0,4,2355,6.2
1,3,2312,5.4
0,5,2154,5.5
0,6,1875,6.4
0,2,2411,6.2
0,1,2425,6
0,4,2219,6.2
0,7,2330,5.5
0,3,2412,4.6
0,4,2316,5.8
0,7,2349,6
0,8,2211,6.4
0,7,2581,6.1
0,11,2878,5.1
0,16,3078,5.3
0,8,3119,5.2
0,13,2476,5.5
0,8,1972,6.1
0,11,2442,6
0,10,2564,5.9
0,8,2086,6.5
0,17,2693,5.9
1,9,2670,5.8
0,9,2401,4.9
1,12,2242,5.5
0,14,3469,5.3
0,22,4028,5.4
0,19,4762,5.4
0,12,3255,6.4
0,5,3064,6.3
0,16,3127,6
0,2,1950,6.8
0,10,2353,6.9
1,13,1596,7.1
0,14,2670,5.9
0,12,1733,5.2
0,8,2026,7
0,9,2139,7.6
0,14,2680,7.1
0,24,2905,6.8
0,12,2494,7.4
0,7,2415,6.4
0,1,1,9
1,1,1,12
0,1,1,1
0,1,2,1
0,1,3,1
0,1,8,1
0,1,1,1
0,1,5,3.8
0,1,6,2
0,1,5,1
0,1,6,1
0,2,8,1.9
0,2,8,1.4
0,1,1,1
0,2,9,1.8
0,1,5,2.2
0,1,3,1
0,1,2,1.5
0,1,23,5.4
0,1,6,1.3
0,1,5,3
0,1,14,1.1
1,4,20,1
0,2,8,1
0,1,4,5.3
0,1,3,1
0,2,6,4.8
0,1,3,1
0,1,2,1
0,1,6,1
0,1,3,1
0,1,2,1
0,1,4,1
0,1,1,1
0,1,1,1
0,2,3,1
0,1,1,1
0,1,2,62
0,1,3,28
0,1,1,39
0,1,2,56
0,1,2,74.5
1,79,3340,8
1,68,3524,8
0,91,3691,7.4
0,75,3205,7.8
0,66,3133,7.9
0,67,2864,7.8
1,84,3099,7.9
1,58,3267,7.8
0,74,2868,7.9
0,74,3498,7.5
0,120,4404,7.2
0,99,4192,7
0,94,4024,7.1
0,78,3297,7.9
1,45,3087,7.7
1,65,2808,8
0,69,2872,8.2
0,71,3144,7.8
0,86,3176,7.6
1,75,3183,7.5
0,192,5512,5.4
0,410,9368,3.7
1,348,8668,4.2
1,381,9296,4.3
0,273,8713,4.7
1,219,7477,5.2
1,248,8502,5.1
1,257,8130,4.9
0,196,6960,5.3
0,162,6043,5.8
1,156,5810,6
0,178,6909,5.9
0,170,6655,6.1
1,89,3947,7.2
0,7,1001,13.3
0,10,968,11.7
0,13,897,13.2
0,1,97,24.5
0,5,145,23.8
0,3,191,30.5
0,1,85,42
0,1,41,40.3
0,2,46,40.4
0,1,43,31.1
0,1,47,25.4
0,2,53,30.9
0,2,31,28.5
0,2,43,28.5
0,2,31,30.1
0,1,29,27
0,1,11,30.5
0,1,15,48
0,1,25,57.8
0,1,8,36.4
0,1,5,37.4
0,1,11,43.2
0,1,4,78.8
0,1,3,43
0,1,1,40
0,1,6,18.8
0,1,3,21.7
0,1,7,22.4
0,1,3,17.7
0,1,34,22.9
0,12,285,3.4
0,9,338,3.1
0,4,117,5
0,7,253,3.8
0,10,289,3.2
0,6,383,3
0,1,104,4.5
1,6,193,3.5
0,3,232,3.5
0,6,221,3.4
0,5,310,3.2
1,11,392,3.1
1,9,396,3.9
0,1,252,3.5
1,3,312,3.8
0,12,287,3.2
0,8,315,3.3
0,5,269,3.1
0,6,425,2.9
1,7,430,3.5
0,7,342,3.3
0,5,329,3.8
0,7,472,3.3
0,9,381,2.8
0,8,331,3
1,13,577,3
1,8,427,2.8
1,13,366,2.8
0,3,239,3.4
0,6,292,3.9
0,4,278,3.1
0,6,258,3.5
0,9,458,3.6
1,6,413,3.9
0,9,365,3
1,4,361,2.9
0,7,283,3.3
0,6,272,3.3
0,5,342,3.2
0,6,412,2.8
0,9,434,3.5
1,6,345,3.2
0,8,293,3.1
1,7,362,3.4
1,3,320,3.3
0,7,299,3.3
1,5,416,3.1
1,11,454,3.1
0,4,338,2.5
1,7,364,2.6
0,6,364,2.9
0,4,311,3
0,10,367,2.4
1,6,318,2.7
0,8,377,3.5
1,15,385,3.2
0,8,367,3.3
0,7,314,3.1
1,7,264,2.8
0,12,333,3
1,7,354,2.8
0,6,295,3.4
0,7,436,3.3
0,5,340,3.4
1,8,265,3.1
0,6,219,3.2
0,3,211,3
1,7,328,3
0,8,408,2.8
0,7,660,3.5
0,4,683,3.8
1,9,360,3.3
1,6,306,3.6
0,8,323,3.1
0,7,376,3.6
1,9,433,4
0,7,375,3.2
0,1,298,4.6
0,1,284,3.7
0,2,313,4.1
0,6,164,4.3
0,3,300,4
1,6,432,4.7
0,4,286,4.3
0,7,252,4
0,7,550,8.7
1,13,646,8.9
0,19,792,9.2
0,17,706,9.4
0,10,548,9.2
0,17,592,9.2
0,12,589,9.2
0,21,626,9.3
0,18,564,9.2
0,21,831,8.8
1,34,1064,8.5
1,22,698,8.8
1,16,800,8.3
1,10,637,8.5
1,23,913,7.9
1,140,2594,1.6
1,47,1318,5.2
1,24,934,8.3
0,14,784,8.6
0,5,655,9
0,37,1349,5.5
1,81,2583,3.7
1,112,2727,2.9
1,159,3196,2.2
1,220,3385,1.5
1,180,3297,1.8
1,180,3229,1.7
1,162,3284,1.6
1,109,2583,2.5
1,131,2537,2.3
1,129,3065,2.4
1,158,3067,2.5
1,137,3020,2.7
1,153,3252,2.6
1,151,3124,2.4
1,115,2873,2.6
1,92,2692,2.9
1,148,3044,2.7
1,123,3145,2.8
1,124,3547,2.9
1,109,3205,3
1,92,2721,3.4
1,73,2750,3.5
1,101,2563,3
1,111,2723,2.9
1,158,3371,2.6
1,169,3080,2.7
0,141,2871,2.8
1,106,2775,3.1
1,91,2675,3
1,133,2878,2.4
1,181,2932,2.4
1,170,3196,2.6
1,167,3226,2.2
1,143,3023,2.3
1,149,3026,2.3
1,163,3011,2.2
1,111,2916,2.4
1,154,3500,2.3
1,183,3534,2.4
1,150,3452,2.6
1,137,3098,2.4
1,135,3194,2.6
1,141,3323,2.6
0,150,3042,2.6
1,150,3340,2.7
1,151,3346,2.8
0,127,2979,2.9
1,118,3140,2.9
1,116,2909,3.2
1,98,2484,3.1
0,113,2290,2.8
1,123,2521,3
1,169,3300,2.8
1,135,2872,2.8
1,130,3094,2.8
1,142,2854,2.8
1,147,2882,2.5
1,139,2540,2.2
1,161,2729,2.6
1,252,3953,2
1,197,3681,1.9
1,203,3249,2
1,139,2821,2.4
1,135,2520,2.8
1,110,2305,3
1,134,3022,2.9
1,145,3136,2.7
1,154,3041,2.9
1,156,3096,2.9
0,1,12,20.9
0,4,214,11.5
0,5,218,11.4
0,5,195,10.6
0,4,234,11.3
0,2,184,10.2
0,3,169,11.9
1,3,147,11
0,5,196,11.5
0,2,175,10.5
0,5,248,9.3
0,5,248,10.6
0,5,220,10.8
0,9,245,10.5
0,4,191,10.9
0,1,205,10.5
0,3,207,10.7
0,6,306,10.7
0,3,324,10
0,3,282,9.4
0,5,215,10.2
0,9,468,7.4
0,13,651,7
0,17,827,7
0,7,774,7.1
0,17,1089,7.3
0,13,1002,7.2
0,15,966,7.3
0,12,785,8.2
0,9,630,8.4
0,13,678,8
1,13,628,8.1
0,14,1188,7.5
0,19,1271,6.6
1,15,1207,6.6
0,21,1321,6.7
1,8,1274,6.8
1,94,3292,1.8
1,95,3609,1.7
1,128,4707,1.5
1,101,4983,1.5
1,114,4554,1.4
1,103,4292,1.6
1,111,3866,1.7
1,101,3856,1.7
1,94,3256,2
1,118,3549,2
1,84,3280,2.3
1,87,3108,2.4
1,72,2997,2.3
1,73,2762,2.5
1,63,2627,2.4
0,87,3702,2.3
1,97,3790,2.6
1,90,3578,2.3
1,127,5025,1.5
1,134,5319,1.4
1,98,4496,1.4
1,110,4513,1.6
1,124,4517,1.5
1,133,5679,1.5
1,133,5197,1.5
1,149,4801,1.6
1,91,4868,1.6
1,103,3978,1.7
1,96,4121,1.7
1,123,4817,1.7
1,137,5054,1.6
1,123,4378,1.8
1,121,4388,1.8
1,89,3437,1.8
1,88,3598,1.9
1,103,3485,1.8
1,114,3877,1.7
1,120,4421,1.7
1,112,3961,1.7
0,84,4354,1.7
1,95,3826,1.8
1,119,3758,1.8
1,119,3332,1.8
1,108,3415,1.8
1,129,3888,2.1
1,104,3607,2.1
1,126,3704,2
1,99,3981,1.9
1,120,3650,1.8
1,101,3013,2
1,133,3491,1.8
1,162,4121,1.8
1,105,4376,1.7
1,127,3704,1.8
0,10,486,4.6
0,9,469,4.8
0,12,448,4.7
0,13,639,4.8
0,17,559,4.9
0,13,516,5.1
0,7,486,4.4
0,5,394,4.7
0,15,367,5.1
0,9,499,4.7
1,12,563,4.9
1,16,760,4.8
0,13,555,4.3
0,14,523,4.4
0,16,574,4.1
0,14,560,4.6
1,11,553,4.8
0,9,563,4.6
1,8,641,5
0,15,724,4.8
0,22,783,3.6
1,37,856,2
1,66,865,1.5
1,76,1129,1.6
0,51,1111,1.4
0,35,934,2.7
0,36,1047,2.6
0,30,949,2.8
0,21,754,2.7
0,37,655,3
1,35,864,3
1,28,982,2.9
0,28,985,2.9
0,46,1156,2.6
0,39,1066,2.7
0,23,847,3
0,27,669,2.9
0,27,826,3.4
0,34,1090,3.4
0,32,1351,3.2
1,31,1025,3.1
0,32,994,2.8
0,24,962,2.8
0,31,940,2.7
1,44,960,2.7
0,54,1294,2.4
1,38,1313,2.3
0,60,1423,1.8
1,58,1587,2
0,42,1389,2.3
0,33,1167,2.3
1,51,1106,2.3
1,47,1298,2.4
0,50,1086,2.6
0,43,1049,2.6
0,48,896,2.5
0,30,698,2.6
0,50,982,2.5
0,49,817,2.8
1,38,1012,3
0,33,954,3
0,31,938,3.2
0,37,919,3.1
0,20,787,3.4
1,11,718,4.6
1,27,857,3.8
1,31,947,4
0,34,1042,4.1
0,27,938,3.7
1,16,873,3.8
1,20,718,3.9
0,26,691,3.2
1,30,793,3.4
0,39,1170,2.9
0,39,1080,3.9
1,28,1019,3.7
0,31,1077,3
1,25,852,3
1,36,896,2.7
0,60,1140,1.7
0,78,1689,1.7
0,34,1254,2.8
0,42,1102,3.1
1,41,1087,3.2
0,50,1075,3.2
0,26,852,3.1
1,56,1066,3
1,75,1473,2.6
0,47,1070,2.8
0,29,1050,3.7
0,1,9,8.6
0,1,10,3.9
0,1,5,3.8
0,1,9,4
0,1,4,6
0,1,8,4.9
0,1,5,3.2
0,2,9,3
0,1,6,3.3
0,3,24,3
0,2,10,2.9
0,1,6,3.8
0,1,8,2.9
0,2,7,3.1
0,2,15,4.3
0,1,4,3.8
0,1,4,4.3
0,1,1,23
0,1,2,4
0,1,4,1.3
0,1,3,1
0,1,5,1.8
0,1,1,2
0,1,4,2
0,1,4,2
0,1,3,14.7
0,1,2,8.5
0,2,10,2.2
0,1,2,1
0,2,5,1.6
0,1,14,1
0,1,2,7.5
0,1,3,4
0,1,2,2.5
0,1,30,3.6
0,2,28,3
0,2,50,3.6
0,1,608,4
0,5,207,4.4
0,1,591,5.4
0,2,691,4.3
0,3,757,4.2
0,2,527,4.3
0,1,418,5.3
0,1,141,4.7
0,2,106,3.7
0,2,102,3
0,1,154,3.9
0,1,131,3.7
0,2,95,3.2
0,1,148,2.6
0,2,91,3.1
0,1,147,2.9
0,1,149,3
0,1,197,3
0,2,197,2.8
0,4,106,3.1
0,2,91,2.8
0,1,63,5.2
0,1,30,3.7
0,2,44,2.8
0,1,121,2.5
0,3,78,2.4
0,1,106,2.8
0,2,43,2.9
0,2,151,2.6
0,2,168,2.4
0,2,154,2
0,1,164,1.8
0,1,169,2.3
0,2,81,2.9
0,1,54,2.3
0,3,95,4.1
0,11,153,3.3
0,5,117,4.8
0,2,113,5.2
0,4,123,5.3
0,1,67,3.9
0,10,123,3.5
0,1,80,4.5
0,3,101,4.2
0,2,64,4.4
0,4,112,4.5
0,5,102,4.2
0,5,128,4.2
0,3,136,4.1
0,4,91,3.8
0,1,175,4.3
0,1,1,2
0,1,1,2
0,1,1,1
0,1,2,4
0,1,13,4.8
0,1,15,4.5
0,1,1,6
0,1,5,1.6
0,1,15,1.3
0,1,6,1.3
0,1,35,1.2
0,1,19,1
1,10,324,3.8
1,18,451,1.6
0,17,447,1.7
1,15,409,2.7
0,34,382,1.6
1,7,293,2.8
1,24,367,1.7
1,25,548,1.9
0,18,433,1.8
1,24,393,1.8
0,23,448,1.9
0,18,373,2.8
0,5,537,3.5
0,6,402,3.7
1,18,453,3.6
0,13,417,3.5
0,19,495,3.1
1,11,444,2.9
0,15,488,2.7
1,22,492,2.9
1,16,414,3
0,11,408,2.7
1,18,467,2.8
1,14,598,2.6
0,10,542,2.6
1,19,608,2.8
1,23,616,3
0,11,536,2.9
1,16,506,3
1,19,849,2.5
1,31,746,2.7
1,18,560,2.6
0,16,491,2.8
0,26,554,2.5
0,26,795,2.5
0,12,453,3.1
0,20,396,2.8
0,21,505,2.5
0,20,573,2.6
1,14,466,2.8
1,16,392,2.8
0,24,423,2.8
0,13,441,3
0,18,361,2.9
1,19,397,3.1
1,23,545,3
1,21,402,3.2
1,26,438,3.3
0,16,324,3.6
1,14,259,3.8
0,5,259,4.3
0,11,258,3.6
1,6,288,4.1
0,10,296,3.9
0,18,251,4
1,11,249,3.7
0,12,266,3.9
0,14,250,4
0,12,283,4.1
1,20,312,3.6
1,6,367,3.8
0,19,376,3.5
0,12,317,3.8
0,18,288,4
1,15,347,3.7
1,24,455,3.4
0,20,410,3.5
0,26,352,3.5
0,14,305,3.8
0,16,248,3.4
0,12,315,3.7
0,7,187,5.7
1,7,224,6
0,12,261,5.3
0,14,275,5.3
0,5,223,6
1,12,252,5.7
1,13,220,4.9
0,7,221,5.4
0,8,190,5
0,17,265,4.3
0,13,254,4.1
1,16,221,4.9
0,17,226,3.6
0,15,203,3.7
0,10,189,4.1
1,10,205,4
1,14,229,4
0,24,398,3.5
1,7,211,4
0,1,1,38
0,1,6,14.2
0,1,3,9.3
0,1,83,3.3
0,1,55,3.9
0,1,94,3.2
0,1,57,3.8
0,1,51,4.4
0,1,79,4.3
0,2,50,4.1
0,2,56,4
0,3,69,3.3
0,1,71,3.8
0,4,93,4.2
0,1,54,3.6
0,4,73,3.1
0,2,67,2.1
0,6,86,2.1
0,3,75,2
0,1,47,3.1
0,3,58,2.6
0,7,63,2
0,4,71,2.4
0,2,90,1.9
0,3,76,1.7
0,1,46,1.9
0,3,79,1.7
0,3,108,1.8
0,2,68,1.9
0,2,50,1.8
0,1,55,1.7
0,1,60,1.9
0,1,48,1.9
0,2,109,1.8
0,2,61,2.2
0,4,89,1.7
0,4,68,2
0,3,55,1.9
0,2,57,1.8
0,2,93,2.1
0,2,72,1.9
0,1,55,1.8
0,5,104,1.7
1,1,69,1.7
0,2,52,1.7
0,3,80,1.7
0,6,75,1.8
0,5,70,1.8
0,3,52,1.8
0,4,81,1.7
0,2,61,1.9
0,5,53,1.9
0,3,156,2.1
0,3,155,2
1,4,45,2.2
0,3,119,1.9
0,3,85,1.9
0,3,63,1.9
0,4,85,1.9
0,3,55,2
1,1,61,2.1
1,3,79,1
0,1,151,1
0,3,82,1.1
0,3,74,1.2
0,7,111,1.1
0,1,129,1.1
0,3,63,1.1
0,1,44,1.2
0,4,89,1.1
0,1,63,1.1
0,5,83,1.5
0,1,66,1.4
0,2,71,1.7
1,2,69,1.5
1,3,43,1
0,4,105,1
0,2,106,1
0,1,70,1.1
0,2,66,1
0,1,5,1
0,1,4,1
0,1,1,1
0,4,45,1.1
0,6,21,1
0,2,27,1
0,3,35,1
0,4,38,1
0,3,20,1
0,3,42,1
1,1,10,1
0,2,23,1
0,3,11,1
0,3,25,1
0,2,19,1
0,1,15,1
0,2,67,1
0,3,28,1
0,1,15,1.1
0,2,32,1
0,7,56,1
0,11,64,1
0,2,16,1.1
0,1,7,1.4
0,1,37,1
0,5,52,1
0,2,14,1
0,5,30,1
0,3,16,1
0,4,12,1
0,1,10,1
0,2,10,1
0,3,14,1
0,1,32,1
0,3,15,1
1,2,33,1.1
0,3,32,1
1,2,29,1
0,2,26,1
0,2,48,1.1
1,2,18,1
0,3,46,1
0,2,32,1.1
0,4,24,1
0,4,24,1
1,1,13,1
0,1,21,1
0,3,18,1
0,2,36,1
0,1,22,1
0,1,21,1
0,2,21,1.1
0,2,13,1.1
0,1,28,1.1
1,3,23,1
0,5,30,1
0,3,23,1
0,1,30,1
0,2,16,1
0,3,19,1.1
1,1,11,1
0,2,18,1.1
1,6,29,1.1
0,2,22,1.1
1,3,22,1
1,4,18,1
0,4,18,1
0,2,13,1
0,1,5,1
0,1,8,1
0,3,26,1
1,2,20,1
0,1,30,1
0,2,13,1
0,3,19,1
1,3,13,1
0,2,11,1
1,1,15,1
0,2,4,1
0,2,4,1
0,1,9,1
0,1,11,1
0,1,10,1.1
0,1,4,1
0,1,4,1
0,2,4,1.3
0,1,1,1
0,1,1,1
0,1,6,1.8
0,1,2,1
1,1,2,1
0,1,1,1
0,1,4,1.8
0,1,3,1
0,1,2,1
0,1,17,1.3
0,1,3,1.3
0,1,1,1
0,1,31,4.2
0,2,64,4.1
1,2,42,4
0,1,22,1.8
1,2,45,1.6
0,3,48,1.9
0,5,65,1.8
0,2,78,2
0,1,61,1.8
0,2,88,1.7
0,3,214,1.6
1,5,100,1.8
0,7,97,1.5
0,8,86,1.7
0,1,95,1.6
1,2,89,1.7
0,2,43,2
0,1,44,2
0,2,63,1.8
1,3,48,1.5
0,3,58,1.5
0,3,42,1.7
1,2,60,1.5
0,6,58,1.7
0,1,53,1.7
1,2,41,1.6
0,3,54,2
0,1,71,1.6
0,2,157,1.6
0,2,42,1.7
1,3,50,1.6
0,3,58,1.6
0,1,64,1.6
0,4,50,1.8
0,5,89,1.5
0,6,59,1.8
1,2,43,1.7
0,1,56,1.5
0,1,103,1.7
0,1,44,1.6
0,1,63,1.6
0,2,107,1.7
0,3,46,1.5
0,10,84,1.6
0,3,71,1.8
0,2,65,1.9
0,6,111,2.1
0,5,85,1.8
0,2,139,1.8
0,1,35,2.2
0,3,79,1.8
0,1,40,1.9
0,2,13,3.6
0,1,8,3.6
0,1,14,3.6
0,1,1,3
0,3,12,2.9
0,1,4,2.5
0,1,14,2.5
0,1,2,4
0,1,1,9
0,1,3,8.3
0,1,4,6.5
0,1,83,5.7
0,1,40,6.3
0,18,686,2.7
0,25,737,2.6
0,19,673,2.2
0,28,900,2.1
0,9,315,3.8
0,10,393,3.4
0,9,253,5.3
0,6,207,3.3
0,2,180,5
0,26,854,2
1,17,407,3.5
0,4,109,7.9
1,1,73,9.1
0,9,329,3.2
0,10,410,3
0,13,405,2.7
0,13,620,2.7
0,11,523,2.6
1,7,424,2.6
0,15,537,2.6
0,9,381,2.6
0,7,645,2.7
0,10,716,2.4
0,13,639,2.7
0,13,604,2.8
0,8,588,2.9
0,8,583,2.9
0,10,433,2.7
0,8,371,2.8
0,14,523,2.7
0,11,607,2.7
0,11,466,2.8
0,10,524,2.7
0,8,436,2.6
0,11,584,2.4
0,6,519,2.4
0,19,503,2.5
0,15,568,2.7
0,7,546,2.7
0,6,447,2.8
0,7,556,2.7
0,10,377,2.3
0,8,352,2.4
1,16,468,2
0,13,1102,1.9
0,6,504,1.9
0,9,541,1.5
0,8,1059,1.5
0,7,810,1.4
0,8,343,1.5
0,6,493,1.3
0,12,454,1.4
0,8,468,1.4
0,16,475,1.4
0,6,544,1.4
0,9,380,1.5
0,7,330,1.5
0,6,1136,1.4
0,6,1050,1.6
0,11,453,1.6
0,6,343,1.6
0,2,47,7.4
0,1,51,8.3
1,4,58,6.6
0,2,313,2.3
0,8,354,2.3
0,13,278,2.3
0,5,315,2.3
0,3,281,2.4
0,3,169,4.1
0,1,155,3.8
0,3,203,3.8
0,3,247,3.6
0,1,167,5.4
0,3,177,5.3
0,6,200,4.4
0,3,99,4.3
0,7,170,3
0,2,936,2.2
0,8,336,3.1
0,8,214,3.7
0,6,249,3.2
0,1,231,3.4
0,6,252,3
0,6,228,3.5
0,6,529,1.8
0,6,617,1.5
0,10,521,1.7
0,1,11,1.4
1,1,20,1.9
0,6,27,1
0,1,14,1.2
0,2,19,1.2
0,1,7,1.4
1,4,16,1.1
0,3,18,1.1
0,2,6,1
0,1,7,1
0,1,7,1
0,1,7,1.3
0,1,14,1
0,2,15,1
0,2,6,1
1,2,8,1.5
0,1,11,1
0,2,18,1
0,3,5,1
0,2,7,1
0,1,14,1
0,1,18,1.1
0,3,14,1.1
0,1,12,1
0,4,18,1.1
0,4,9,1
0,2,11,1.2
0,2,6,1
0,1,9,1
0,3,17,1
0,2,13,1
0,1,15,1
1,1,10,1
1,2,14,1
0,1,11,1.4
0,1,10,1
0,3,3,1
1,3,24,1.1
0,3,15,1
0,1,13,1
0,2,7,1
0,2,10,1.3
0,3,23,1
0,1,11,1
1,1,8,1
0,4,13,1.2
0,3,27,1.2
0,1,3,1
0,4,18,1.5
0,2,14,1
0,2,18,1.2
0,1,11,1.4
0,2,8,1
0,1,6,1
0,1,8,1.8
0,1,4,1
0,1,4,1
0,1,5,1.2
0,1,15,3.3
0,1,10,2.2
0,1,3,6.3
0,1,6,13.5
0,1,7,11.1
0,1,7,19.9
0,1,14,14.3
0,1,9,20.6
0,3,6,16
0,1,19,9.9
0,2,40,8.1
0,2,54,7.6
0,1,39,9.4
0,5,60,6.7
0,5,66,10.3
0,5,71,8
0,1,45,8.9
0,3,44,5.3
0,3,48,7.7
0,1,45,8.4
0,1,31,11
0,3,75,7.6
0,7,80,9.6
0,3,66,13.4
0,1,47,11.4
0,4,42,8
0,2,52,8.9
0,1,35,12.5
0,1,30,7.8
0,2,35,6
0,2,30,8.5
0,1,33,8.7
