SALES ,CLICKS,IMPS,Avg POS
0,3,91,1.7
0,3,115,2.2
0,5,86,1.9
0,4,93,2
0,4,100,1.8
0,3,90,2.2
0,7,100,2
1,5,90,1.6
0,4,67,2.1
0,4,81,1.5
0,7,127,1.8
0,6,76,1.5
0,8,113,1.5
0,6,82,1.6
0,2,98,1.8
0,3,106,1.7
0,3,91,1.7
0,1,93,1.7
0,5,159,2.1
0,4,132,1.5
0,3,124,1.4
0,7,114,1.9
0,1,11,2.9
0,2,76,3
0,1,37,3.2
0,1,41,2.6
1,2,39,4.3
0,3,60,2.9
0,2,32,3.8
0,1,24,3.1
0,2,43,6.1
0,3,54,4.9
0,2,34,4.4
0,2,34,3.3
1,1,64,4.9
0,3,63,4
0,1,15,4.5
0,3,60,5.4
0,2,31,3.4
0,4,64,3.8
0,2,30,5.3
0,2,11,5.7
0,3,35,4.3
0,2,30,6
0,2,15,3.5
0,2,28,4.6
0,1,21,2.9
0,1,18,2.2
0,1,15,2.3
0,1,10,3.6
0,1,10,4
0,1,14,3.2
0,1,24,3.7
0,2,10,3.6
0,1,11,2.2
0,2,8,1.8
0,2,17,3.9
0,2,7,2.1
0,2,19,3
0,1,9,2.7
0,8,458,1.4
1,16,565,1.5
0,19,707,1.3
1,9,606,1.3
0,5,578,1.4
0,11,575,1.4
0,17,495,1.3
0,2,440,1.6
0,3,378,2.2
1,8,185,3.3
0,10,535,1.5
0,10,402,1.3
0,6,373,1.4
0,7,358,1.3
0,8,397,1.3
0,8,508,1.3
1,5,582,1.4
0,7,573,1.3
1,16,520,1.3
0,10,690,1.5
1,13,492,1.4
1,6,262,1.8
0,4,165,1.7
1,3,219,1.7
0,1,209,1.7
0,1,254,1.7
0,2,267,1.7
0,1,199,1.8
0,1,222,1.8
0,1,247,1.9
0,3,209,1.8
0,2,169,1.7
0,4,218,1.8
0,3,223,2.1
1,4,203,2.3
0,2,246,1.7
1,3,267,1.6
0,6,253,1.7
1,4,217,1.8
0,1,171,1.9
0,2,223,1.8
0,2,219,1.7
1,3,201,1.6
0,1,349,1.8
0,5,241,1.8
0,3,230,1.7
0,1,167,2.3
0,3,160,2.2
1,6,225,1.9
1,2,126,3.7
0,2,135,1.9
0,2,160,1.8
0,4,184,2
0,2,276,1.8
0,6,348,1.8
0,3,248,1.6
0,4,367,1.6
0,1,56,3.9
0,2,67,4.9
0,3,100,3.5
0,1,39,3.8
1,2,55,3.4
0,1,64,2.7
0,3,188,2.2
0,8,249,1.8
0,2,29,4.3
0,2,25,4.4
1,1,56,3.1
0,7,182,2.3
0,5,112,2.2
0,4,49,2.1
0,3,59,2.7
0,1,32,2.1
0,2,35,2.2
0,1,30,2.9
0,2,54,1.9
0,4,26,2
0,1,37,1.9
0,2,33,1.7
0,1,43,1.6
0,6,56,2.4
0,1,33,2.3
0,4,40,2.2
0,4,41,2.8
0,5,60,1.4
0,3,63,1.3
0,1,26,1.8
0,1,55,1.9
0,5,59,2.4
0,3,54,1.7
0,1,76,1.7
0,2,50,1.5
0,4,56,1.7
0,2,58,1.2
0,2,42,1.4
0,3,36,1.2
0,2,25,1.1
0,2,51,1.5
0,5,57,1.4
1,6,49,1.6
0,4,38,1.7
0,3,43,2.2
1,6,30,2.4
0,2,33,1.7
0,4,37,1.9
0,2,50,2.1
0,8,46,1.5
0,3,53,1.9
0,4,35,1.7
0,2,50,2.3
0,3,41,2.3
0,6,68,2.1
0,5,40,2.4
0,3,38,2.1
0,2,32,2.9
0,2,22,2.7
0,4,34,2.6
0,1,31,2.3
0,7,47,2.3
0,7,31,2.7
0,5,66,1.7
0,1,28,2.6
0,4,21,2.3
0,6,44,2.8
0,7,28,1.7
0,5,36,2.3
0,7,46,2
0,7,52,2.3
0,4,47,2.5
0,1,40,3.1
0,19,125,1.6
0,16,116,2.7
0,3,60,2.5
0,8,62,2.3
0,2,34,2.4
0,2,27,2.4
0,2,29,5.3
0,2,35,1.9
0,2,25,3.1
0,2,33,3.5
0,1,18,3.1
0,1,13,3.4
0,1,24,1.7
0,2,21,1.2
0,3,15,2.3
0,4,36,1.5
0,5,20,1.6
1,6,194,4.7
0,3,171,4.3
1,4,193,4.3
0,3,213,3.6
0,26,718,1.7
0,8,269,2.7
1,2,83,2.9
0,8,226,3.2
0,12,182,3
1,7,301,2.5
0,18,418,1.5
0,5,144,2.5
0,2,99,3.8
0,2,146,3.7
0,3,82,3.7
0,9,114,2.9
0,1,152,3.1
0,9,146,3.1
0,5,203,3.1
0,7,173,3.7
1,6,146,2.9
0,12,332,1.9
1,18,371,1.5
1,11,365,1.7
1,12,346,1.8
1,3,332,1.9
0,11,327,1.8
0,4,277,1.6
0,7,255,1.6
0,5,267,1.9
0,11,356,1.8
0,6,206,2.4
0,8,129,3.1
0,6,193,2.9
0,2,168,3
0,4,148,3.9
0,9,223,3
0,8,299,3.2
0,5,253,3.3
0,1,150,3.4
0,5,195,3.1
0,14,205,2.7
0,7,168,3.4
0,3,268,2.7
0,5,194,2.7
0,6,146,3.3
0,3,165,3.2
0,6,139,3.1
0,6,215,2.6
0,14,157,3.2
0,2,104,3.8
0,1,133,3.8
0,6,237,3
0,5,124,3.3
0,2,146,3.8
0,6,193,2.6
0,6,153,2.6
0,5,154,2.8
0,5,1524,3.9
0,12,196,3.5
0,13,331,2.4
0,4,185,3.2
0,5,201,3.1
1,7,147,3.1
0,8,180,3.4
0,6,189,3.4
0,4,198,3.5
0,2,48,6.3
0,1,15,6.9
0,4,115,4.6
0,6,112,4.3
0,1,132,4.2
0,2,127,3.9
0,4,150,4.4
0,3,138,3.4
0,3,112,3.7
0,4,90,3.9
0,2,87,4.3
0,2,52,4
0,3,58,3.7
0,2,67,3.7
0,3,68,4.1
0,1,47,3.9
1,1,9,1.6
0,1,7,1.4
0,2,4,1.3
0,1,16,2.4
0,2,4,1.3
0,1,8,2
0,2,25,2.8
0,1,6,2
0,12,934,1.2
0,14,1051,1.2
0,12,1197,1.2
1,21,1246,1.2
1,16,1699,1.1
1,9,1124,1.1
1,10,986,1.1
0,1,219,1.1
0,9,673,1.1
0,10,1094,1.1
1,16,1297,1.1
0,16,941,1.1
0,11,832,1.2
0,11,667,1.2
0,9,774,1.2
1,12,699,1.2
0,15,869,1.2
1,14,977,1.2
1,18,757,1.1
1,18,777,1.1
0,4,536,1.2
0,5,562,1.2
0,13,533,1.2
0,7,759,1.2
1,3,566,1.2
0,11,570,1.1
0,8,514,1.2
0,4,528,1.2
0,6,445,1.2
0,13,493,1.2
0,5,536,1.3
0,12,589,1.3
0,6,299,1.6
0,3,291,2
0,4,461,1.3
1,9,428,1.2
1,15,520,1.2
1,15,589,1.2
0,5,481,1.3
1,4,490,1.3
0,4,484,1.2
1,14,461,1.2
1,4,379,1.3
0,7,361,1.2
0,6,462,1.2
0,7,560,1.4
1,8,470,1.3
0,5,415,1.3
0,4,408,1.2
0,5,410,1.3
0,11,419,1.3
1,10,363,1.2
1,8,343,1.2
0,7,337,1.2
0,9,2724,1
1,7,323,1.2
1,8,396,1.2
0,4,376,1.2
0,8,384,1.3
0,7,395,1.2
1,9,456,1.2
0,14,560,1.2
0,4,458,1.1
1,6,492,1.2
0,8,485,1.2
1,20,554,1.2
0,12,481,1.2
0,7,383,1.2
0,5,335,1.2
1,10,333,1.2
0,11,411,1.4
0,4,276,1.3
1,6,389,1.1
1,14,292,1.2
1,6,356,1.2
0,15,396,1.2
0,6,465,1.1
0,7,329,1.2
0,5,376,1.1
0,10,359,1.2
0,5,352,1.2
0,3,343,1.2
0,5,273,1.3
0,2,288,1.3
0,7,320,1.3
0,3,121,1.2
1,7,138,1.4
0,9,162,1.9
0,4,77,1.3
1,3,128,1.5
0,1,7,2.1
0,2,14,1.6
0,2,30,1.6
0,2,18,1.2
0,1,11,1.2
0,2,27,1.1
0,5,27,1.3
0,2,12,1.7
0,3,7,1.9
0,1,19,1.6
0,1,8,1.6
0,1,10,1.6
0,1,7,2.4
0,2,17,2.5
0,3,8,1.3
0,1,12,1.4
0,1,4,2.3
0,2,4,2.3
0,1,7,2
0,1,13,3
0,1,8,2.5
0,1,9,2.1
0,1,8,2
0,1,5,1.4
0,1,3,8.7
0,1,3,1
0,2,73,2.3
0,3,148,2.8
0,1,80,1.8
0,2,149,1.9
0,2,70,2.6
0,1,61,3.2
0,1,66,2.5
0,2,67,3.4
0,3,91,2.5
0,2,115,1.8
0,2,91,2
0,1,82,1.5
0,1,48,1.8
0,1,73,2.5
0,1,79,1.8
0,2,68,2.5
1,2,106,2.1
0,2,97,1.7
0,1,53,1.7
0,5,72,1.8
0,1,94,1.7
0,1,55,2.6
0,1,147,3.5
0,2,78,2.5
0,1,127,2.6
0,1,114,2.6
0,1,103,3.1
0,2,119,2.8
0,1,69,2.6
0,1,76,2.5
0,1,47,3.6
0,2,65,2.6
0,1,142,2.4
0,1,63,2.7
0,1,58,2.8
0,1,42,2.5
0,1,58,3.1
0,1,41,2.5
0,1,92,2
0,1,86,2.4
0,1,99,2.7
0,2,67,3.1
0,1,55,3
0,1,46,3.6
1,1,56,2.6
0,3,53,2.5
0,1,36,2.6
0,1,90,1.6
0,1,63,3.1
0,1,35,2.8
0,1,51,2.3
0,3,155,3.7
0,1,144,3.2
0,1,256,3.4
0,8,269,3.9
0,9,238,2.9
0,12,324,2.6
1,8,196,2.8
0,3,86,1.9
0,6,160,2.5
0,3,181,2.6
0,6,136,2.6
0,5,84,3.6
0,1,113,2.5
0,3,142,2.5
0,1,89,3
0,3,183,3.6
0,6,200,3.1
0,5,133,3
0,4,119,3.1
0,1,101,4
0,2,77,4.8
0,1,63,5.1
0,1,77,3.5
0,1,101,3.2
0,4,82,3.3
0,1,67,2.7
0,5,58,1.9
0,2,111,1.9
0,1,56,2.5
0,1,57,2.2
0,3,59,2.8
0,3,103,1.7
0,4,63,2.7
0,2,84,2.4
0,1,41,2.2
0,2,36,1.7
0,1,62,2.6
0,1,78,3
0,1,48,1.6
0,1,53,1.3
0,1,64,1.3
0,5,65,1.8
0,2,42,1.8
0,2,66,1.8
0,1,50,1.3
0,2,42,1.7
0,3,44,1.4
0,2,79,1.5
0,1,102,1.9
0,1,42,1.3
0,3,66,1.3
0,2,34,1.4
0,2,59,1.7
0,1,48,2
0,1,42,1.5
0,2,24,2.3
0,1,17,3.4
0,1,11,3.6
0,2,30,2.8
0,1,6,4.8
0,2,13,2.7
0,1,7,3.1
0,1,3,2.7
0,1,10,3.2
0,1,9,2.7
0,1,7,2.1
0,1,6,4.5
0,1,4,3.3
0,1,7,2.7
0,1,9,2.4
0,1,5,2.2
0,1,4,1.8
0,1,6,1.8
0,2,5,2.4
0,4,17,2.6
0,2,5,2.6
0,1,6,2.3
0,1,8,1
0,1,8,2
0,1,4,1.5
0,2,4,2
0,2,7,1.1
0,2,6,1.8
0,1,17,2.5
0,4,268,2.9
0,6,280,3.1
0,4,301,3.8
0,6,308,2.4
1,9,356,1.6
0,11,368,1.8
0,8,378,1.9
0,7,275,1.8
0,16,284,1.7
0,7,362,2
0,11,392,2
0,13,330,2
0,10,349,2.1
0,13,324,2
0,4,276,2.1
0,8,300,2
0,13,288,2.1
0,3,363,2.1
0,7,343,1.9
0,7,318,2.1
0,7,302,2.1
0,11,392,2.1
1,12,297,2
0,15,386,1.9
0,14,459,1.8
1,19,321,1.6
1,8,289,1.9
1,14,375,1.8
0,15,336,1.9
0,11,298,1.9
0,9,330,1.8
0,4,391,2
0,11,354,2
0,6,269,2
0,7,343,1.9
0,7,328,2.1
0,11,253,1.9
0,11,316,1.9
0,9,383,2.1
0,7,392,2.2
0,5,423,2.2
0,9,338,2.3
0,5,362,2.3
0,10,339,2.4
0,4,287,2.8
0,6,395,2.6
0,4,318,3.4
0,1,232,4.1
0,3,230,4.1
0,2,192,3.9
1,1,228,3.8
1,5,308,3.7
0,9,321,2.1
0,16,343,1.6
0,14,388,1.4
1,10,263,1.7
0,12,314,1.9
0,16,285,1.6
1,11,273,1.7
0,13,397,1.6
0,17,407,1.7
0,15,421,1.6
0,9,398,1.9
0,11,345,1.8
0,11,295,2
1,13,357,2
0,12,379,2
0,8,356,2.1
1,9,332,1.9
0,11,332,1.4
1,11,396,2
0,12,292,1.4
0,14,301,2.1
1,17,448,2.1
0,22,395,1.3
0,27,537,1.3
0,16,441,1.8
0,10,399,2.1
0,14,277,1.8
0,15,350,1.9
0,11,362,2.1
0,8,307,2
0,1,208,5.1
0,9,349,2.2
0,13,354,1.5
0,22,288,1.3
1,18,309,1.4
1,20,436,1.3
0,17,361,1.5
1,6,261,1.8
0,1,46,5.9
0,1,26,9.1
0,1,53,6.2
0,1,30,8.7
0,1,29,9.3
0,1,67,8.7
0,2,76,5.2
0,1,48,3.9
0,1,34,4.4
0,4,83,4
0,1,28,3.9
0,1,64,4.9
0,2,28,5.1
0,2,34,2.4
0,1,23,2.4
0,1,23,2.5
0,2,26,3.1
0,1,17,3.2
0,1,20,2.3
0,2,16,2.5
0,1,14,2.5
0,1,27,2.3
0,1,109,2.2
0,1,10,3.2
0,2,38,2.2
0,1,25,4.5
0,2,33,2.1
0,2,37,2.1
0,2,23,2.5
0,2,21,2.1
0,2,24,1.9
0,1,15,5.4
0,1,17,2.8
0,1,22,2.7
0,1,39,2
0,1,69,2.8
0,3,35,2.8
0,1,40,2.5
0,2,48,2.6
0,1,52,2.4
0,1,46,2.7
0,2,47,2.3
0,1,46,1.6
0,1,70,2.1
0,1,45,1.5
0,1,24,1.6
0,2,52,1.7
0,1,16,1.4
0,2,36,2.2
0,3,33,1.9
0,2,25,1.8
0,1,42,2.3
0,1,28,2
0,1,28,2
0,1,10,2.4
0,1,28,3.4
0,1,57,2.4
0,1,40,2
0,1,4,14
0,1,16,14.1
0,1,16,9.4
0,1,15,12.1
0,2,12,10.3
0,1,5,13
0,3,194,8.2
0,4,230,7.1
0,3,191,8.9
0,12,361,6.5
0,26,553,5.2
0,18,639,5.3
0,27,730,5.3
0,31,794,5.4
1,23,725,5.1
0,21,633,5.3
0,22,579,5.8
0,2,132,6.8
0,14,540,6
0,19,493,6.2
0,17,446,5.5
0,17,474,5.5
0,14,420,6.6
0,14,347,6.1
0,16,439,6.2
0,13,504,6
0,12,524,5.2
0,10,452,6.4
0,11,475,6.6
0,9,627,6.4
0,7,308,5.9
0,17,389,5.3
0,12,523,5.8
0,13,431,6.2
0,16,437,6.4
0,10,491,5.8
0,3,66,9.1
0,1,8,18.9
0,1,8,23
0,4,223,7.6
0,4,155,7
0,7,271,6.7
1,5,282,6.7
0,9,264,5.8
0,6,363,6.7
0,13,360,6.2
0,14,485,5.9
0,22,565,5.2
1,17,555,5.3
1,23,660,4.5
0,24,771,4.8
0,19,803,5
0,23,683,5.6
0,17,748,4.8
0,13,658,5
0,12,645,4.9
0,15,602,5.2
0,7,412,5.7
0,8,567,5.2
0,8,480,5.7
0,22,583,5.2
0,8,468,5.4
0,23,668,5.5
0,12,554,5.5
0,13,685,5.5
0,13,618,5.7
0,1,2,5.5
0,1,12,4
0,7,385,3.2
0,7,379,4.6
0,5,332,4.8
0,3,457,5.3
0,3,312,5.1
0,4,402,5.1
0,4,247,4.8
0,4,167,2.3
0,1,59,5.9
1,17,618,2
0,16,701,3.4
0,7,440,3.7
0,16,539,3.8
0,8,439,4.2
1,9,403,4.6
0,9,977,6
0,12,472,3.4
0,14,571,3.3
1,15,704,2.8
0,28,816,1.2
0,27,978,1.1
1,22,737,1.1
0,31,895,1.2
0,37,905,1.1
1,40,958,1.1
1,28,836,1.1
0,8,736,3.3
0,13,681,3.9
0,6,554,4.1
0,21,602,3.6
1,13,640,3.5
1,31,855,1.8
1,20,865,1.9
0,30,665,1.2
0,32,772,1.8
0,19,781,1.9
0,22,612,2
0,24,668,2.1
1,24,865,2.3
0,16,697,2.1
1,22,789,2.3
0,24,740,2.2
1,28,662,2.3
1,20,672,2.1
0,23,666,1.8
0,22,788,2
0,17,760,2
1,18,738,1.8
1,22,715,1.4
1,29,804,1.5
1,21,614,1.7
0,36,850,1.4
1,27,783,1.8
1,27,782,1.6
1,25,678,1.4
1,23,826,1.3
1,30,804,1.2
0,32,789,1.2
0,26,788,1.1
0,39,897,1.3
0,30,911,1.1
1,37,874,1.2
1,22,1033,1.2
1,37,804,1.2
0,37,1026,1.2
1,40,968,1.2
1,31,1095,1.2
0,27,937,1.1
1,33,883,1.2
0,29,1216,1.2
0,26,949,1.2
0,27,957,1.1
0,30,958,1.4
0,19,1209,1.4
1,23,1206,1.6
0,24,1361,1.4
1,38,1103,1.4
1,28,1311,1.4
1,33,850,1.3
0,42,900,1.3
0,30,1275,1.2
0,20,1595,1.2
1,37,1176,1.3
0,28,1399,1.3
1,30,1009,1.4
0,41,852,1.4
0,27,967,1.4
1,24,1213,1.3
1,38,1092,1.3
1,30,1239,1.3
0,1,4,13.3
0,2,31,9.8
0,1,16,9.3
0,2,33,11.4
1,2,31,11.6
0,1,31,8.8
0,1,22,11.4
0,1,21,10
0,1,20,13.8
0,1,14,13.1
0,1,8,17.5
0,1,25,12.1
0,1,5,15.2
0,1,19,30.6
0,1,10,33.9
0,1,27,21.9
0,1,22,27
0,1,36,19.9
0,1,28,21.3
0,1,7,14.6
0,1,11,17.7
0,1,23,9.2
0,3,37,6.7
0,2,59,6.7
0,1,24,5
0,3,30,7.4
0,1,36,7.1
0,1,24,7.2
0,1,27,7.5
0,1,36,7.6
0,2,32,7.8
0,1,25,7.5
0,2,28,6.8
0,1,36,7.2
0,1,53,7.9
0,3,34,9.6
0,1,6,18
0,1,196,7.1
0,1,87,6.3
0,2,96,8.3
0,2,88,9.5
0,1,47,11.3
0,2,102,8.2
0,1,18,12.6
0,2,68,12.7
0,1,30,16.6
0,1,27,17.9
0,1,32,13
0,2,6,3.7
0,2,4,4
0,1,9,4
0,1,2,5
0,1,7,16.7
0,1,18,11
0,1,15,13.9
0,1,15,10.7
0,1,19,10.4
0,1,11,1.1
0,1,21,1.5
0,1,42,2.2
0,2,13,1.4
0,1,3,1.7
0,1,9,5.1
0,1,3,3.7
0,1,18,2.2
0,2,14,2.6
0,1,8,1.4
0,1,4,2.8
0,5,59,8.7
0,12,107,1.2
0,6,62,6.9
0,1,2,15.5
0,13,162,1.6
1,9,159,2.9
0,4,61,4.2
0,1,111,3.8
0,19,140,1.4
0,12,167,1.6
0,10,74,1.3
0,5,81,1.4
0,9,90,1.3
0,9,81,1.4
0,11,92,1.5
0,13,129,1.6
0,5,107,1.2
1,7,58,1.1
0,10,67,1.1
0,12,78,1
0,16,98,1.1
0,8,62,1.2
0,8,75,1.4
0,8,84,1.1
0,10,56,1.2
0,8,65,1.1
0,16,79,1.1
0,11,67,1.2
0,5,37,1.1
0,6,37,1.3
0,4,25,1.3
0,5,49,1.1
1,2,40,1.3
0,3,33,1.2
0,3,64,1.3
0,7,55,1.8
0,8,57,1.3
0,8,39,1.1
0,3,30,1.2
0,3,49,1.2
0,4,15,1.1
0,3,41,1.1
0,3,32,1.3
0,5,47,1.4
0,4,39,1.1
0,3,26,1.2
0,1,7,1.4
0,2,20,1
0,7,27,1.1
0,3,23,1.5
0,2,23,3.4
0,1,25,3.5
0,2,26,2.3
0,1,51,2.6
0,1,18,2.7
0,5,26,1.6
0,2,36,1.2
0,5,22,1.3
0,4,24,1.3
0,2,22,1.5
0,3,16,1.6
0,1,22,1.5
0,2,16,1.9
0,2,19,1.1
0,3,12,1.7
0,2,22,1.4
0,4,30,1.6
0,1,17,1.5
0,5,13,1.8
0,1,3,1.3
0,4,46,1.9
1,1,7,2
0,1,9,3.1
1,1,13,2.3
0,1,16,4.9
0,1,24,1.5
0,6,38,1.3
1,1,13,1.7
0,1,23,1.4
0,1,19,1.6
0,1,26,1
0,1,1,20
0,1,1,20
0,1,5,2
0,1,2,1.5
0,2,6,1.5
0,2,22,3.7
0,3,13,1.5
0,2,4,1.5
0,1,17,1.9
0,2,33,2
0,2,4,1.8
0,1,6,2
0,2,17,1.6
0,2,7,2
0,1,4,1.8
0,1,2,1.5
0,1,1,3
0,1,2,1
0,1,10,1.4
0,1,4,1.3
0,4,9,1.1
0,2,7,1
0,1,1,3
0,1,3,1
0,1,5,1.2
0,2,11,1.3
0,1,4,6
0,1,15,1.9
0,1,11,1.1
0,2,10,1.1
0,1,7,1.9
0,2,3,1
0,1,10,1.2
0,1,4,1.5
0,1,6,1
0,1,1,1
0,1,3,1
0,1,2,1
0,1,1,1
0,1,6,2
0,1,11,1.9
0,2,50,2.8
0,3,14,3.6
0,1,9,2.2
0,1,7,3.9
0,1,16,4.4
0,1,8,2.5
0,1,9,3
0,2,17,2.6
0,1,11,2.6
0,2,15,3.2
0,2,43,2.2
0,1,1,3
0,1,6,3
0,1,12,3.8
0,2,7,3.7
0,2,25,3.4
0,1,3,3.7
0,1,20,2.8
0,2,4,3
0,2,8,2.8
0,1,8,2
0,1,7,2
0,1,17,2.8
0,1,6,1.7
0,1,6,1.2
0,1,10,1.5
1,1,7,1
0,1,7,1.1
0,3,22,1.7
0,1,11,1.1
0,1,11,1.3
0,3,8,1
0,1,7,1.6
0,1,10,1.1
0,3,15,1.3
1,2,5,1.2
0,1,12,1
0,1,6,1.3
0,2,19,1.9
0,2,16,1.1
0,2,11,1
0,2,10,1.5
0,3,17,1
1,1,121,9.5
0,13,532,5.1
0,9,724,5.3
0,13,870,5.4
0,6,604,5.8
0,8,592,5.9
0,2,209,8.7
0,1,128,9.4
0,2,147,9.6
0,2,286,9.7
0,9,482,9.1
0,9,530,8.2
0,2,133,8.6
0,13,579,5.8
0,12,724,6.2
0,14,775,5.9
0,34,1107,5
0,20,934,4.9
0,11,727,5
0,19,679,5.6
0,9,531,6
0,12,477,6
0,14,743,5.5
0,21,1147,4.8
0,29,983,4.9
0,19,803,5.3
0,11,572,5.7
0,3,464,6.1
0,1,36,13
0,1,34,12
0,2,36,11.6
0,1,25,11.5
0,5,255,6.8
0,3,243,6.9
0,5,233,6.6
0,2,349,6.7
0,6,386,6.3
0,2,239,6.7
0,6,395,6.2
0,4,291,6.1
0,6,352,6.1
0,5,353,6.4
0,4,340,6.5
0,6,353,6.1
0,5,444,5.9
0,11,468,5.6
0,2,64,9.5
0,20,1005,1.7
0,2,197,4.5
0,2,197,3.3
0,21,922,1.4
0,3,910,1.9
0,3,43,7.6
0,21,767,1.3
0,1,194,2
0,1,6,19.7
0,18,505,1.4
0,1,4,1.8
0,2,4,1
0,1,6,1
0,1,1,1
0,1,2,4
0,1,11,5.4
0,1,11,3.8
0,1,3,8
0,1,2,6
0,1,9,5.3
0,1,159,13.1
0,1,62,13.6
0,1,48,15.3
0,1,76,15.4
0,1,93,8.5
0,1,342,7.1
1,3,150,8.3
0,2,112,7.3
0,2,173,6.5
0,1,137,6.1
0,2,155,6.1
0,2,158,7.3
0,1,147,6.1
0,3,146,8
0,4,143,8.6
0,2,140,9.6
0,1,171,7.9
0,1,138,7.4
0,1,140,7.7
0,2,248,7.5
0,2,200,6.3
0,5,190,6.4
0,1,238,7.2
0,2,144,6.8
0,1,173,6.9
0,1,88,8.3
0,2,92,8.9
0,2,113,8.8
0,2,86,8.7
0,2,97,7.7
0,1,77,7.3
0,2,83,6.6
0,5,93,8.4
0,1,59,7.6
0,1,160,7.7
0,2,65,7.6
0,3,133,7.1
0,1,107,7
0,4,170,6
0,1,90,7.5
0,4,110,7.4
0,2,254,5.8
0,4,351,6.3
0,5,278,5.4
0,4,176,6.2
0,2,130,6.4
0,1,148,6.1
0,3,91,5.8
0,2,88,7.8
0,1,131,5.8
0,1,182,5.9
0,2,124,6.8
0,2,115,6
0,7,142,5.5
0,2,108,4.7
0,1,51,6.5
0,3,87,6.5
0,1,15,18
0,1,44,6.3
0,2,67,5.6
0,1,70,7.7
0,1,119,8.1
0,1,1,2
0,1,8,4
0,1,8,1.9
0,1,49,1.8
0,2,107,1.2
0,1,20,3
0,4,29,3.1
0,2,18,2.1
0,2,17,1.2
0,2,26,1.8
0,1,11,1.4
0,1,27,1.3
0,1,8,1.8
0,1,17,1.6
0,1,20,1.1
0,2,24,1.4
0,1,16,2.3
0,1,5,1.6
0,1,6,1.7
0,1,11,1.5
0,1,15,1.3
0,1,13,1.4
0,1,14,1.3
0,2,12,1.2
0,1,10,1.2
0,2,23,1
0,2,7,1.3
0,1,11,2
0,1,3,1
1,1,38,2.1
0,4,73,1.5
0,4,49,1.8
0,6,57,1.5
0,6,53,2.2
0,2,56,2.3
1,10,93,1.8
0,2,53,2.6
0,5,75,2.5
0,5,57,2.1
1,8,59,2.1
0,6,50,2.5
0,2,55,2.2
0,8,60,2.2
0,3,84,2.3
0,6,66,2.3
1,5,61,2.5
0,10,93,1.8
0,1,63,1.6
0,3,48,2.1
1,9,70,2.5
0,3,51,2
0,10,80,2.2
0,8,87,2
0,6,77,1.9
0,2,44,1.9
1,4,46,1.6
0,6,64,2
0,8,76,1.7
0,11,75,1.5
0,1,78,2.5
1,6,72,2.1
0,7,57,2.2
0,1,56,2.3
0,4,47,2
0,8,84,2.2
0,3,53,2.4
1,9,79,2.1
0,8,74,2
0,5,53,1.7
1,5,44,1.3
0,3,59,1.5
0,4,54,1.1
0,3,45,1.3
0,4,68,1.2
0,2,71,1.4
0,5,48,1.2
1,8,103,1.3
0,5,79,1.2
0,8,70,1.4
1,5,96,1
0,7,70,1.1
0,4,52,1.2
0,8,66,1.1
1,4,27,1
0,1,71,1.2
0,14,103,1.2
0,10,87,1.1
0,5,47,1.1
0,6,47,2.2
0,3,25,2
0,7,59,1.8
0,4,41,1.9
1,4,24,2
1,8,65,1.1
0,10,79,1
0,9,77,1
0,5,81,1
0,9,64,1.1
0,6,50,1.7
0,10,50,1.5
1,7,72,1.4
1,5,71,1.1
1,4,78,1.1
0,7,57,1
1,7,55,1.1
1,4,44,1
0,6,79,1
0,6,84,1
0,9,67,1.2
0,6,87,1.4
0,2,52,1.8
0,7,52,1.2
0,1,62,1
0,8,64,1
0,4,60,1
0,5,64,1.2
0,7,47,1
1,2,57,1.1
0,1,20,1
0,2,16,1
0,1,4,1.3
0,1,24,1.7
0,3,32,1.2
0,2,25,1.2
0,3,19,1.9
1,2,19,1.9
0,2,24,1.6
0,1,20,1.7
1,1,16,1.6
0,1,26,1.9
0,3,33,1.7
0,1,16,1.4
1,2,26,1.4
0,1,25,1.6
0,1,42,1.8
0,1,24,1.5
0,2,25,1.2
0,1,23,1.2
0,2,17,1.3
0,2,33,1.3
0,3,33,1.2
0,2,28,1.4
1,2,17,1.4
0,2,29,1.8
0,1,23,1.5
1,2,32,1.1
0,4,34,1
0,2,31,1.1
0,1,20,1
0,4,18,1
0,1,31,1.4
0,1,18,1.1
1,3,34,1
0,2,35,1.1
0,2,21,1
0,2,11,1
0,1,10,1
0,2,28,1
0,1,33,1.2
0,1,36,1.1
0,1,23,1.1
0,1,23,1
0,2,24,1
0,2,11,1.1
0,2,42,1.1
0,1,31,1.3
0,1,17,1.3
0,2,31,1.3
0,1,26,1.3
0,1,15,1.2
0,2,26,1.3
0,1,51,1.3
0,1,39,1
0,2,35,1
0,4,98,1.1
0,4,32,1.2
0,2,25,1.2
0,1,29,1.2
0,3,34,1.9
0,4,22,1.5
0,2,25,1.1
0,1,24,1.1
0,2,13,1.2
0,3,19,1.2
0,1,21,1
0,1,6,2.7
0,1,16,2.3
1,20,391,2
1,36,599,1.7
1,39,479,1.7
1,28,395,1.7
0,29,462,2
1,26,434,1.9
0,23,352,1.9
1,26,396,2
1,28,560,1.9
1,37,561,2.2
0,22,409,2
0,22,420,2.2
0,29,494,1.9
1,18,479,2.1
1,42,495,1.9
1,38,524,1.8
1,29,535,2
0,22,507,2.3
1,28,554,2.1
0,32,587,2
1,28,566,1.9
1,30,461,1.9
1,28,556,1.9
1,36,643,1.9
1,28,554,2
1,41,569,2.1
